"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S0001","Birt","depletion","English",0.4452,0.6162,0.96,0.76,0.171,4,5,6,4
"S0002","Birt","control","English",0.4797,0.8113,0.99,0.91,0.3315,7,1,1,2
"S0003","Birt","depletion","English",0.4833,0.7529,1,0.87,0.2697,6,4,1,1
"S0004","Birt","control","English",0.4999,0.7619,0.98,0.72,0.262,7,1,3,1
"S0005","Birt","depletion","English",0.5045,0.7878,1,0.86,0.2833,5,5,4,3
"S0006","Birt","depletion","English",0.5374,0.7985,1,0.9,0.2611,6,5,4,2
"S0007","Birt","control","English",0.5378,0.7551,1,0.95,0.2173,5,1,4,2
"S0008","Birt","control","English",0.5385,0.9456,1,0.95,0.407,4,3,2,2
"S0009","Birt","control","English",0.5428,0.788,1,0.82,0.2451,5,1,2,2
"S0010","Birt","control","English",0.5513,0.9772,0.99,0.83,0.426,7,1,5,1
"S0011","Birt","control","English",0.5522,0.8202,0.99,0.84,0.268,5,4,2,1
"S0012","Birt","control","English",0.5625,0.8782,1,0.95,0.3156,6,2,3,3
"S0013","Birt","control","English",0.5649,0.8609,1,0.92,0.296,5,1,1,2
"S0014","Birt","depletion","English",0.5696,0.8666,1,0.94,0.297,7,3,5,4
"S0015","Birt","depletion","English",0.5723,0.9148,1,0.8,0.3425,5,6,2,4
"S0016","Birt","control","English",0.5725,0.849,1,0.97,0.2765,6,2,2,1
"S0017","Birt","control","English",0.5752,0.9699,1,0.92,0.3947,6,1,1,1
"S0018","Birt","control","English",0.5756,0.9148,1,0.97,0.3392,3,1,3,3
"S0019","Birt","control","English",0.5834,0.9565,0.98,0.93,0.3731,5,3,2,1
"S0020","Birt","depletion","English",0.588,0.8538,1,0.97,0.2658,6,5,4,5
"S0021","Birt","depletion","English",0.5884,1.0968,1,0.92,0.5084,5,5,2,3
"S0022","Birt","control","English",0.5893,0.9284,1,0.96,0.339,5,1,1,1
"S0023","Birt","control","English",0.5898,0.9887,0.99,0.86,0.3989,4,3,5,3
"S0024","Birt","control","English",0.5931,0.9373,1,0.85,0.3442,3,2,3,1
"S0025","Birt","depletion","English",0.595,1.1104,1,0.92,0.5154,6,1,1,2
"S0026","Birt","depletion","English",0.5987,0.8632,1,0.78,0.2645,7,6,5,5
"S0027","Birt","control","English",0.5992,0.9276,0.99,0.89,0.3284,5,1,2,2
"S0028","Birt","control","English",0.6039,1.0178,0.96,0.65,0.4139,4,2,4,2
"S0029","Birt","depletion","English",0.6091,1.0669,1,0.9,0.4578,6,3,1,2
"S0030","Birt","depletion","English",0.6099,0.9627,0.99,0.9,0.3528,7,4,1,5
"S0031","Birt","depletion","English",0.6121,0.9724,0.99,0.91,0.3603,3,4,2,5
"S0032","Birt","depletion","English",0.6147,1.0338,1,0.84,0.4191,5,5,3,4
"S0033","Birt","control","English",0.619,0.8362,0.98,0.97,0.2171,6,1,6,1
"S0034","Birt","control","English",0.6228,0.9401,1,0.96,0.3173,2,1,3,4
"S0035","Birt","depletion","English",0.6287,0.9143,0.99,0.79,0.2856,5,3,5,2
"S0036","Birt","depletion","English",0.6295,1.019,1,0.98,0.3895,5,6,6,4
"S0037","Birt","depletion","English",0.6334,0.8982,1,0.84,0.2648,5,3,2,2
"S0038","Birt","depletion","English",0.6506,0.9848,1,0.91,0.3341,7,6,5,3
"S0039","Birt","depletion","English",0.653,0.9708,1,0.99,0.3177,6,5,1,4
"S0040","Birt","control","English",0.6747,0.9448,0.99,0.86,0.2701,6,2,4,3
"S0041","Birt","depletion","English",0.687,0.9654,1,0.97,0.2783,6,4,6,1
"S0042","Birt","control","English",0.6911,1.0556,1,0.97,0.3645,3,3,1,2
"S0043","Birt","depletion","English",0.6958,1.0586,1,0.97,0.3628,7,5,4,2
"S0044","Birt","control","English",0.7002,0.94,1,0.94,0.2398,5,1,3,1
"S0045","Birt","control","English",0.7119,1.1338,0.99,0.76,0.4219,6,2,6,3
"S0046","Birt","depletion","English",0.7272,0.977,1,0.96,0.2498,4,3,1,1
"S0047","Birt","control","English",0.7293,1.0068,1,0.93,0.2775,6,3,6,6
"S0048","Birt","depletion","English",0.7562,0.9908,1,0.99,0.2345,4,3,4,5
"S0049","Birt","depletion","English",0.7672,1.066,0.99,0.85,0.2988,6,6,6,7
"S0050","Birt","depletion","English",0.7698,1.0108,1,1,0.241,6,3,6,2
"S0051","Birt","depletion","English",0.7732,1.1579,0.95,0.88,0.3847,2,5,3,6
"S0052","Birt","depletion","English",0.7752,1.1294,0.99,0.94,0.3542,5,4,2,2
"S0053","Birt","depletion","English",0.78,1.1127,1,0.98,0.3327,5,2,1,1
"S0054","Birt","control","English",0.8142,1.0386,1,0.97,0.2244,3,2,3,1
"S0055","Birt","control","English",0.821,1.1284,1,0.87,0.3075,6,2,3,2
"S0056","Birt","depletion","English",0.9171,1.2053,1,0.96,0.2882,7,6,6,4
"S0057","Birt","depletion","English",0.9327,1.0286,0.99,0.9,0.0959,7,7,5,7
"S0058","Birt","control","English",0.9397,1.178,1,0.92,0.2383,5,3,4,4
"S0059","Birt","depletion","English",0.9481,1.2683,1,0.96,0.3201,4,3,2,4
"S0060","Brandt","control","NonEnglish",0.4095,0.6317,1,0.82,0.2222,6,2,5,3
"S0061","Brandt","depletion","NonEnglish",0.4144,0.6278,0.99,0.78,0.2134,5,3,1,1
"S0062","Brandt","depletion","NonEnglish",0.4305,0.7177,1,0.72,0.2872,6,2,5,2
"S0063","Brandt","depletion","NonEnglish",0.4318,0.8018,1,0.73,0.37,6,3,2,3
"S0064","Brandt","control","NonEnglish",0.4414,0.7844,1,0.83,0.343,3,2,5,4
"S0065","Brandt","depletion","NonEnglish",0.4501,0.6567,1,0.88,0.2066,6,2,4,1
"S0066","Brandt","depletion","NonEnglish",0.4518,0.7271,0.99,0.64,0.2753,4,3,3,2
"S0067","Brandt","depletion","NonEnglish",0.4539,0.7669,1,0.96,0.313,5,4,2,2
"S0068","Brandt","depletion","NonEnglish",0.4557,0.7296,1,0.77,0.274,5,5,3,4
"S0069","Brandt","control","NonEnglish",0.4567,0.7221,1,0.9,0.2654,3,2,6,3
"S0070","Brandt","depletion","NonEnglish",0.4598,0.6517,1,0.87,0.1919,3,3,4,3
"S0071","Brandt","control","NonEnglish",0.4644,0.7301,0.92,0.79,0.2656,4,3,5,5
"S0072","Brandt","control","NonEnglish",0.4764,0.6797,0.99,0.9,0.2033,3,2,3,1
"S0073","Brandt","depletion","NonEnglish",0.4793,0.7535,0.98,0.64,0.2742,5,4,5,3
"S0074","Brandt","depletion","NonEnglish",0.4847,0.7491,1,0.87,0.2643,3,5,3,2
"S0075","Brandt","control","NonEnglish",0.4857,0.6855,0.98,0.88,0.1998,2,2,6,1
"S0076","Brandt","control","NonEnglish",0.4889,0.9369,0.99,0.82,0.448,3,3,1,1
"S0077","Brandt","control","NonEnglish",0.489,0.9353,0.99,0.81,0.4463,6,2,2,2
"S0078","Brandt","depletion","NonEnglish",0.4915,0.7716,1,0.94,0.2801,6,6,6,5
"S0079","Brandt","control","NonEnglish",0.4959,0.7776,0.99,0.77,0.2817,6,2,2,1
"S0080","Brandt","depletion","NonEnglish",0.5011,0.8295,0.96,0.83,0.3283,3,4,4,2
"S0081","Brandt","control","NonEnglish",0.5034,0.7989,1,0.89,0.2955,3,2,2,2
"S0082","Brandt","depletion","NonEnglish",0.5034,0.889,1,0.8,0.3856,5,5,3,2
"S0083","Brandt","depletion","NonEnglish",0.5052,0.8175,1,0.8,0.3123,5,6,3,2
"S0084","Brandt","control","NonEnglish",0.5061,0.7139,0.99,0.87,0.2077,5,3,4,2
"S0085","Brandt","control","NonEnglish",0.5063,0.8712,1,0.88,0.3649,2,1,4,2
"S0086","Brandt","depletion","NonEnglish",0.5068,0.8224,0.99,0.95,0.3156,6,5,4,5
"S0087","Brandt","depletion","NonEnglish",0.5085,0.8227,1,0.91,0.3142,6,5,5,4
"S0088","Brandt","control","NonEnglish",0.5122,0.914,1,0.95,0.4018,6,2,7,1
"S0089","Brandt","control","NonEnglish",0.5176,0.8025,1,0.91,0.2849,3,1,4,2
"S0090","Brandt","control","NonEnglish",0.5176,0.8262,1,0.89,0.3085,5,2,4,1
"S0091","Brandt","control","NonEnglish",0.5182,0.7675,0.99,0.81,0.2494,3,2,4,2
"S0092","Brandt","control","NonEnglish",0.5231,1.1146,0.99,0.89,0.5914,6,3,5,1
"S0093","Brandt","depletion","NonEnglish",0.5232,0.8667,1,0.89,0.3435,6,6,4,6
"S0094","Brandt","control","NonEnglish",0.5248,0.7767,1,0.85,0.2519,1,1,3,1
"S0095","Brandt","control","NonEnglish",0.5285,0.8474,1,0.89,0.3189,5,3,5,4
"S0096","Brandt","control","NonEnglish",0.5311,0.9061,1,0.95,0.3749,3,2,4,5
"S0097","Brandt","depletion","NonEnglish",0.5322,0.8283,1,0.89,0.2961,5,6,5,3
"S0098","Brandt","depletion","NonEnglish",0.5341,0.9856,0.98,0.88,0.4515,6,5,2,4
"S0099","Brandt","control","NonEnglish",0.5368,0.8434,1,0.91,0.3066,4,2,5,1
"S0100","Brandt","control","NonEnglish",0.5388,0.8834,0.98,0.68,0.3446,2,2,1,1
"S0101","Brandt","control","NonEnglish",0.5408,0.8626,1,0.75,0.3219,3,3,5,4
"S0102","Brandt","depletion","NonEnglish",0.5426,0.8054,1,0.87,0.2628,6,5,3,3
"S0103","Brandt","depletion","NonEnglish",0.5478,0.8491,0.99,0.98,0.3013,3,2,2,1
"S0104","Brandt","control","NonEnglish",0.5544,0.8504,0.98,0.87,0.296,2,2,3,3
"S0105","Brandt","control","NonEnglish",0.5549,1.0056,1,0.8,0.4508,5,5,6,3
"S0106","Brandt","control","NonEnglish",0.5586,0.7624,0.98,0.81,0.2037,5,3,6,2
"S0107","Brandt","control","NonEnglish",0.5625,0.8524,1,0.94,0.2899,3,2,5,1
"S0108","Brandt","control","NonEnglish",0.563,0.9161,1,0.78,0.3531,4,2,6,1
"S0109","Brandt","control","NonEnglish",0.5634,0.8827,1,0.89,0.3193,2,4,2,3
"S0110","Brandt","depletion","NonEnglish",0.5673,0.7339,1,0.87,0.1666,6,6,3,4
"S0111","Brandt","control","NonEnglish",0.5698,0.9201,1,0.96,0.3503,2,2,4,4
"S0112","Brandt","depletion","NonEnglish",0.5756,0.8729,1,0.83,0.2973,6,5,4,2
"S0113","Brandt","depletion","NonEnglish",0.5792,0.911,1,0.96,0.3319,NA,NA,NA,NA
"S0114","Brandt","depletion","NonEnglish",0.5832,0.8791,1,0.92,0.2958,6,5,4,4
"S0115","Brandt","control","NonEnglish",0.5835,0.9233,0.99,0.91,0.3399,6,4,5,2
"S0116","Brandt","control","NonEnglish",0.5844,0.864,1,0.93,0.2796,6,3,2,1
"S0117","Brandt","control","NonEnglish",0.5897,0.8758,1,0.99,0.2861,3,2,5,2
"S0118","Brandt","control","NonEnglish",0.5963,0.9641,0.99,0.86,0.3678,5,3,6,1
"S0119","Brandt","control","NonEnglish",0.5982,1.0598,1,0.98,0.4616,NA,NA,NA,NA
"S0120","Brandt","depletion","NonEnglish",0.5993,0.9804,1,0.85,0.3811,3,3,1,1
"S0121","Brandt","depletion","NonEnglish",0.6002,0.9802,1,0.87,0.38,5,5,3,2
"S0122","Brandt","control","NonEnglish",0.6018,1.0228,1,0.81,0.421,4,3,2,1
"S0123","Brandt","depletion","NonEnglish",0.6018,0.9709,1,0.96,0.369,6,6,5,5
"S0124","Brandt","control","NonEnglish",0.6028,0.8231,1,0.91,0.2203,2,3,4,2
"S0125","Brandt","control","NonEnglish",0.6069,0.9388,1,0.93,0.3318,6,1,1,1
"S0126","Brandt","control","NonEnglish",0.6084,0.6751,0.96,0.95,0.0667,2,1,3,1
"S0127","Brandt","control","NonEnglish",0.6087,1.094,1,0.94,0.4853,5,2,4,4
"S0128","Brandt","depletion","NonEnglish",0.6186,1.2461,1,0.97,0.6275,3,5,6,5
"S0129","Brandt","control","NonEnglish",0.6192,0.9964,1,0.86,0.3772,5,1,2,1
"S0130","Brandt","control","NonEnglish",0.62,0.8216,1,0.92,0.2016,2,1,5,1
"S0131","Brandt","depletion","NonEnglish",0.6205,0.9323,0.99,0.97,0.3118,6,5,4,4
"S0132","Brandt","depletion","NonEnglish",0.6222,0.8387,1,0.88,0.2165,5,3,4,2
"S0133","Brandt","depletion","NonEnglish",0.6252,0.9168,1,0.93,0.2916,5,3,5,1
"S0134","Brandt","depletion","NonEnglish",0.6421,1.0173,0.98,0.87,0.3752,5,5,6,3
"S0135","Brandt","depletion","NonEnglish",0.6429,0.8778,1,0.92,0.2349,3,5,6,2
"S0136","Brandt","depletion","NonEnglish",0.6554,0.8666,1,0.95,0.2112,5,5,2,4
"S0137","Brandt","control","NonEnglish",0.662,0.9014,0.99,0.96,0.2394,2,2,2,2
"S0138","Brandt","depletion","NonEnglish",0.6692,0.9978,1,0.85,0.3286,3,3,1,1
"S0139","Brandt","depletion","NonEnglish",0.6746,0.8685,1,0.96,0.1939,5,4,5,4
"S0140","Brandt","control","NonEnglish",0.6803,0.8065,1,0.95,0.1262,1,1,5,1
"S0141","Brandt","depletion","NonEnglish",0.6812,0.9506,1,0.88,0.2694,5,6,5,4
"S0142","Brandt","depletion","NonEnglish",0.6874,0.9263,1,0.91,0.2389,6,5,3,5
"S0143","Brandt","depletion","NonEnglish",0.6937,0.9158,1,0.87,0.2221,3,2,6,3
"S0144","Brandt","control","NonEnglish",0.6969,0.9551,0.96,0.87,0.2581,5,3,5,2
"S0145","Brandt","depletion","NonEnglish",0.709,1.0898,1,0.97,0.3808,6,7,1,7
"S0146","Brandt","depletion","NonEnglish",0.7119,0.9862,0.98,0.92,0.2743,5,5,4,4
"S0147","Brandt","control","NonEnglish",0.7372,1.0558,1,0.97,0.3186,5,2,7,6
"S0148","Brandt","control","NonEnglish",0.74,1.1989,0.99,0.93,0.4589,2,2,5,1
"S0149","Brandt","control","NonEnglish",0.755,0.974,1,1,0.219,2,2,5,3
"S0150","Brandt","control","NonEnglish",0.7566,0.9463,0.99,0.92,0.1897,3,1,2,1
"S0151","Brandt","control","NonEnglish",0.7583,1.0813,1,0.99,0.323,3,1,6,5
"S0152","Brandt","depletion","NonEnglish",0.7587,1.0294,1,0.96,0.2707,5,4,5,1
"S0153","Brandt","depletion","NonEnglish",0.7718,0.9806,1,0.99,0.2088,3,2,4,2
"S0154","Brandt","depletion","NonEnglish",0.7832,1.1763,1,0.97,0.3931,6,4,3,3
"S0155","Brandt","depletion","NonEnglish",0.7984,1.1268,0.93,0.78,0.3284,5,5,5,2
"S0156","Brandt","control","NonEnglish",0.8244,1.0766,0.99,0.97,0.2522,5,2,2,1
"S0157","Brandt","control","NonEnglish",0.8275,0.996,1,0.87,0.1685,3,3,5,2
"S0158","Brandt","depletion","NonEnglish",0.829,1.1672,0.99,0.93,0.3382,6,5,2,1
"S0159","Brandt","control","NonEnglish",0.8683,0.9741,1,0.9,0.1059,2,3,5,1
"S0160","Brandt","depletion","NonEnglish",0.8689,0.914,0.99,0.91,0.0451,6,5,2,1
"S0161","Brandt","control","NonEnglish",1.0172,1.0724,1,0.92,0.0553,4,3,6,1
"S0162","Brewer","control","English",0.4345,0.6732,1,0.72,0.2387,7,1,1,1
"S0163","Brewer","depletion","English",0.4353,0.8106,1,0.68,0.3753,6,3,1,4
"S0164","Brewer","control","English",0.4454,0.8192,1,0.94,0.3738,5,2,3,1
"S0165","Brewer","depletion","English",0.4466,0.7798,1,0.76,0.3331,5,4,4,4
"S0166","Brewer","depletion","English",0.4484,0.6288,1,0.79,0.1804,3,3,1,3
"S0167","Brewer","depletion","English",0.4635,0.8923,1,0.7,0.4288,5,5,1,1
"S0168","Brewer","depletion","English",0.4706,0.7948,1,0.95,0.3242,6,5,3,4
"S0169","Brewer","control","English",0.4751,0.6692,0.99,0.8,0.1942,5,1,1,1
"S0170","Brewer","control","English",0.4797,0.8349,0.99,0.92,0.3552,6,4,2,3
"S0171","Brewer","control","English",0.4833,0.8629,0.98,0.88,0.3796,1,1,7,1
"S0172","Brewer","control","English",0.485,0.7109,1,0.94,0.2259,2,1,2,1
"S0173","Brewer","depletion","English",0.4855,0.8147,0.97,0.74,0.3293,6,5,4,4
"S0174","Brewer","depletion","English",0.4904,0.7356,0.99,0.78,0.2452,5,6,5,1
"S0175","Brewer","control","English",0.4908,0.8794,0.99,0.86,0.3886,6,4,2,3
"S0176","Brewer","depletion","English",0.4932,0.9014,0.98,0.66,0.4082,4,5,3,5
"S0177","Brewer","control","English",0.5049,0.7295,1,0.98,0.2246,3,2,3,1
"S0178","Brewer","control","English",0.509,0.7615,1,0.89,0.2525,2,1,3,4
"S0179","Brewer","depletion","English",0.5123,0.733,1,0.92,0.2207,6,5,6,6
"S0180","Brewer","control","English",0.5139,0.7825,1,0.96,0.2686,5,2,2,1
"S0181","Brewer","control","English",0.5189,0.9341,0.99,0.9,0.4152,2,2,4,1
"S0182","Brewer","control","English",0.5227,0.9937,0.97,0.69,0.4711,5,2,1,3
"S0183","Brewer","depletion","English",0.5338,0.8419,1,0.89,0.3081,5,2,4,2
"S0184","Brewer","control","English",0.5341,0.8923,1,0.97,0.3582,1,1,7,2
"S0185","Brewer","depletion","English",0.5363,0.8138,1,0.97,0.2775,5,5,2,4
"S0186","Brewer","depletion","English",0.5364,0.9305,1,0.9,0.3942,5,4,2,1
"S0187","Brewer","control","English",0.5392,0.8431,0.95,0.85,0.3038,3,2,1,1
"S0188","Brewer","control","English",0.5405,0.8673,0.99,0.91,0.3268,1,1,4,2
"S0189","Brewer","depletion","English",0.5412,0.9263,1,0.85,0.3852,6,4,2,4
"S0190","Brewer","depletion","English",0.5427,0.9311,1,0.76,0.3884,4,4,1,2
"S0191","Brewer","depletion","English",0.546,0.817,1,0.94,0.2709,7,5,1,2
"S0192","Brewer","control","English",0.5528,0.9005,0.98,0.88,0.3477,5,1,4,1
"S0193","Brewer","depletion","English",0.5584,0.7724,0.99,0.96,0.214,3,3,5,3
"S0194","Brewer","control","English",0.5604,0.7538,0.98,0.95,0.1934,6,1,1,1
"S0195","Brewer","control","English",0.5609,0.8669,1,0.94,0.306,1,1,4,2
"S0196","Brewer","depletion","English",0.5631,1.0368,0.99,0.94,0.4738,3,4,4,5
"S0197","Brewer","depletion","English",0.5739,0.9668,1,0.72,0.3929,4,3,6,3
"S0198","Brewer","depletion","English",0.5758,1.0116,1,0.98,0.4358,6,2,4,4
"S0199","Brewer","control","English",0.5761,0.8854,1,0.86,0.3094,1,1,1,1
"S0200","Brewer","depletion","English",0.58,0.969,1,0.81,0.389,6,4,1,1
"S0201","Brewer","control","English",0.5829,0.9965,0.97,0.7,0.4136,6,1,1,1
"S0202","Brewer","control","English",0.583,0.9842,1,1,0.4012,2,1,1,1
"S0203","Brewer","control","English",0.5891,0.8883,0.99,0.92,0.2991,6,1,5,1
"S0204","Brewer","depletion","English",0.5931,0.8597,0.97,0.81,0.2666,6,2,1,1
"S0205","Brewer","depletion","English",0.5955,0.9057,1,0.98,0.3101,6,5,2,6
"S0206","Brewer","control","English",0.5966,0.8629,1,0.93,0.2663,3,1,3,2
"S0207","Brewer","control","English",0.5993,0.9081,0.99,0.94,0.3088,6,2,4,3
"S0208","Brewer","control","English",0.6001,0.8747,1,1,0.2746,5,2,4,1
"S0209","Brewer","control","English",0.6005,0.9486,1,0.94,0.3481,6,2,5,1
"S0210","Brewer","control","English",0.6014,0.8512,1,0.95,0.2498,2,1,1,1
"S0211","Brewer","depletion","English",0.6107,0.9716,0.99,0.77,0.3609,5,4,4,3
"S0212","Brewer","depletion","English",0.6108,0.9253,0.99,0.93,0.3145,5,4,7,4
"S0213","Brewer","control","English",0.6124,0.8907,1,0.91,0.2783,2,1,3,1
"S0214","Brewer","control","English",0.6137,0.8879,1,0.79,0.2742,7,2,2,1
"S0215","Brewer","depletion","English",0.6144,1.0204,1,0.93,0.406,6,3,1,1
"S0216","Brewer","control","English",0.6205,0.92,1,0.94,0.2995,6,1,3,1
"S0217","Brewer","control","English",0.6213,0.8834,1,0.92,0.262,1,2,3,2
"S0218","Brewer","control","English",0.6323,0.8114,1,0.94,0.1791,2,1,5,1
"S0219","Brewer","depletion","English",0.6474,0.9703,0.98,0.94,0.3228,2,3,4,3
"S0220","Brewer","control","English",0.6495,0.8761,0.99,0.92,0.2267,5,1,1,1
"S0221","Brewer","control","English",0.6507,1.0143,1,0.9,0.3637,6,1,1,1
"S0222","Brewer","depletion","English",0.6528,1.0143,1,0.88,0.3615,5,6,4,5
"S0223","Brewer","control","English",0.6622,1.049,1,0.89,0.3868,3,1,1,1
"S0224","Brewer","depletion","English",0.6622,0.9665,1,0.88,0.3042,6,6,1,4
"S0225","Brewer","depletion","English",0.6661,0.9963,1,0.97,0.3302,6,5,2,4
"S0226","Brewer","depletion","English",0.6666,0.9892,1,0.98,0.3226,5,3,1,2
"S0227","Brewer","depletion","English",0.6712,0.9488,1,0.95,0.2776,5,1,1,7
"S0228","Brewer","control","English",0.675,1.039,1,0.9,0.364,3,1,6,2
"S0229","Brewer","depletion","English",0.6817,1.1122,0.99,0.93,0.4305,6,5,4,1
"S0230","Brewer","depletion","English",0.6831,1.0023,1,0.92,0.3193,6,2,1,3
"S0231","Brewer","depletion","English",0.6865,1.0586,1,0.98,0.3721,6,2,6,4
"S0232","Brewer","control","English",0.7007,0.8836,1,0.99,0.1828,7,2,1,1
"S0233","Brewer","control","English",0.7009,0.9995,1,0.83,0.2986,1,1,1,1
"S0234","Brewer","control","English",0.7038,0.9174,0.99,0.85,0.2137,4,4,7,2
"S0235","Brewer","control","English",0.7058,1.1445,1,0.9,0.4387,3,1,3,5
"S0236","Brewer","control","English",0.7125,1.2368,0.99,0.89,0.5243,1,1,1,1
"S0237","Brewer","depletion","English",0.7234,1.0443,1,0.93,0.321,5,4,1,2
"S0238","Brewer","depletion","English",0.7299,1.0026,0.81,0.8,0.2727,4,2,1,2
"S0239","Brewer","control","English",0.7341,0.8696,1,0.98,0.1356,5,1,1,1
"S0240","Brewer","control","English",0.7347,0.9717,0.99,0.71,0.2369,6,1,2,1
"S0241","Brewer","depletion","English",0.7425,0.9465,0.99,0.92,0.204,6,2,1,2
"S0242","Brewer","control","English",0.7456,1.1425,0.97,0.8,0.3969,4,4,4,3
"S0243","Brewer","control","English",0.7562,1.0456,1,0.94,0.2894,5,1,6,1
"S0244","Brewer","control","English",0.7605,0.9987,0.99,0.9,0.2382,3,3,4,2
"S0245","Brewer","depletion","English",0.7744,1.1291,0.99,0.97,0.3547,7,5,3,5
"S0246","Brewer","control","English",0.7766,1.2375,1,0.93,0.4609,7,3,2,1
"S0247","Brewer","depletion","English",0.7841,1.1667,1,0.99,0.3826,6,5,5,4
"S0248","Brewer","depletion","English",0.8085,1.1895,0.99,0.99,0.381,7,3,2,2
"S0249","Brewer","control","English",0.8156,1.0532,0.98,0.92,0.2376,4,1,5,2
"S0250","Brewer","depletion","English",0.8236,1.1044,0.99,0.95,0.2808,7,4,4,2
"S0251","Brewer","control","English",0.8247,1.0282,0.99,0.97,0.2036,2,2,2,2
"S0252","Brewer","depletion","English",0.8534,1.1791,1,0.96,0.3257,5,2,1,2
"S0253","Brewer","depletion","English",0.8987,1.2344,1,1,0.3356,6,7,4,2
"S0254","Brewer","control","English",0.9088,1.1061,1,0.98,0.1973,3,2,5,1
"S0255","Brewer","depletion","English",0.92,1.0952,1,1,0.1752,6,4,3,3
"S0256","Brewer","control","English",0.9262,1.1501,1,0.98,0.2239,4,1,6,2
"S0257","Brewer","depletion","English",0.9431,1.1846,0.99,0.92,0.2415,5,3,3,2
"S0258","Brewer","control","English",0.9608,1.0861,0.99,0.97,0.1253,3,1,3,2
"S0259","Brewer","depletion","English",1.031,1.2166,1,1,0.1856,7,5,1,3
"S0260","Brewer","depletion","English",1.1337,1.2169,0.99,0.96,0.0832,3,3,4,1
"S0261","Calvillo","control","English",0.3764,0.7304,1,0.79,0.354,7,2,5,1
"S0262","Calvillo","control","English",0.3831,0.5071,0.99,0.62,0.124,7,6,3,6
"S0263","Calvillo","control","English",0.4842,0.788,1,0.71,0.3038,4,1,4,1
"S0264","Calvillo","control","English",0.4912,0.7007,0.99,0.83,0.2095,6,2,5,1
"S0265","Calvillo","depletion","English",0.5014,0.7148,1,0.94,0.2134,6,4,1,2
"S0266","Calvillo","control","English",0.5166,0.7538,1,0.91,0.2372,7,1,7,1
"S0267","Calvillo","control","English",0.5238,1.0012,0.98,0.66,0.4774,7,5,6,3
"S0268","Calvillo","depletion","English",0.5287,0.9497,0.99,0.74,0.4209,7,4,3,1
"S0269","Calvillo","control","English",0.5335,0.9161,1,0.78,0.3826,7,1,1,2
"S0270","Calvillo","control","English",0.5439,0.8636,1,0.91,0.3197,4,1,5,2
"S0271","Calvillo","control","English",0.5443,0.783,0.97,0.88,0.2387,1,1,1,1
"S0272","Calvillo","depletion","English",0.5486,0.8904,1,0.72,0.3418,6,5,6,6
"S0273","Calvillo","depletion","English",0.5487,0.7749,0.99,0.91,0.2262,6,6,5,7
"S0274","Calvillo","control","English",0.55,0.8506,1,0.94,0.3007,3,1,1,1
"S0275","Calvillo","control","English",0.5506,0.8154,0.96,0.66,0.2649,3,2,2,2
"S0276","Calvillo","depletion","English",0.5533,0.8637,0.99,0.8,0.3105,7,5,4,5
"S0277","Calvillo","control","English",0.5557,0.8708,0.99,0.88,0.3151,7,5,3,1
"S0278","Calvillo","depletion","English",0.5632,0.8897,1,0.94,0.3265,7,2,5,1
"S0279","Calvillo","depletion","English",0.564,0.9545,1,0.9,0.3904,6,7,5,6
"S0280","Calvillo","depletion","English",0.5674,0.8769,0.99,0.89,0.3094,5,2,7,1
"S0281","Calvillo","depletion","English",0.57,0.9641,0.99,0.94,0.3941,5,3,2,2
"S0282","Calvillo","depletion","English",0.5794,0.9248,1,0.8,0.3455,6,5,2,4
"S0283","Calvillo","depletion","English",0.5846,1.0624,0.99,0.83,0.4779,4,5,6,2
"S0284","Calvillo","control","English",0.5956,1.0102,1,0.93,0.4146,7,2,2,1
"S0285","Calvillo","control","English",0.6002,0.9519,1,0.92,0.3517,7,1,5,1
"S0286","Calvillo","depletion","English",0.605,0.8261,1,0.81,0.2211,5,6,4,5
"S0287","Calvillo","control","English",0.6103,0.8861,0.96,0.99,0.2758,7,2,6,1
"S0288","Calvillo","control","English",0.6135,0.945,1,0.96,0.3315,4,2,7,3
"S0289","Calvillo","depletion","English",0.6148,0.8767,1,0.89,0.2619,7,7,5,7
"S0290","Calvillo","control","English",0.6272,0.8455,0.91,0.72,0.2183,6,1,2,2
"S0291","Calvillo","depletion","English",0.6282,1.0314,1,0.82,0.4032,6,1,4,3
"S0292","Calvillo","control","English",0.6314,0.9412,0.97,0.82,0.3099,6,2,4,4
"S0293","Calvillo","control","English",0.6316,1.0699,1,0.81,0.4383,4,3,4,1
"S0294","Calvillo","control","English",0.6328,1.0403,0.99,0.77,0.4075,5,1,4,1
"S0295","Calvillo","depletion","English",0.6383,0.9168,1,0.93,0.2785,5,5,2,2
"S0296","Calvillo","control","English",0.6427,0.9871,1,0.98,0.3443,6,1,2,1
"S0297","Calvillo","control","English",0.6445,0.9807,1,0.93,0.3362,7,2,5,4
"S0298","Calvillo","depletion","English",0.6549,1.031,1,0.86,0.3761,6,4,1,2
"S0299","Calvillo","depletion","English",0.6555,1.1264,0.99,0.84,0.471,6,4,5,4
"S0300","Calvillo","control","English",0.6594,0.9895,1,0.97,0.3301,4,2,5,2
"S0301","Calvillo","depletion","English",0.66,0.9218,1,0.99,0.2618,7,5,5,7
"S0302","Calvillo","control","English",0.6607,1.1062,1,0.94,0.4454,4,2,5,3
